PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Chapman,K,WHI,1,,,,,,,KO,Return,,,,,,,,,Nocholas Hanamaikai,,,,,,,,25,30.0,Noah Handel,60.0,5.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,Illegal Block in Back,CHA,,,,,10.0
2,Chapman,D,CHA,1,,1.0,1.0,0.0,10.0,-15.0,Run,Rush,1.0,,,,,,,,Jacob Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
3,Chapman,D,CHA,1,,1.0,2.0,2.0,9.0,-16.0,Pass,Incomplete,0.0,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
4,Chapman,D,CHA,1,,1.0,3.0,3.0,9.0,-16.0,Pass,Incomplete,0.0,,,Incomplete,,,,,14:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:53,1793,0,0,0,3,3,3,,,,,,,
5,Chapman,K,CHA,1,,,,4.0,9.0,-16.0,Punt Rec,Return,,,,,,,,,13:59,,,,,,,Moises Gonzalez,0,45.0,,,,,,,39.0,45.0,Return,,,,,,,,,,,,,,14:10,1750,0,0,0,3,3,3,,,,,,,
6,Chapman,O,WHI,1,,1.0,1.0,0.0,10.0,-45.0,Run,Rush,1.0,Juan Estrada,,,,,,,13:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:56,1736,0,0,0,3,3,3,,,,,,,
7,Chapman,O,WHI,1,,1.0,2.0,2.0,9.0,-46.0,Run,Rush,2.0,Nicholas Burton,,,,,,,13:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:48,1728,0,0,0,3,3,3,,,,,,,
8,Chapman,O,WHI,1,,1.0,3.0,3.0,7.0,-48.0,Pass,Incomplete,0.0,,Nicholas Burton,Incomplete,Hakim Williams Jr.,,,,12:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:03,1683,0,0,0,3,3,3,,,,,,,
9,Chapman,K,WHI,1,,,,4.0,7.0,-48.0,Punt,Return,,,,,,,,,12:21,,,,,,,,5,25.0,,,,,,,32.0,20.0,Return,,,,,,,,,,,,,,12:29,1649,0,0,0,3,3,3,,,,,,,
10,Chapman,D,CHA,1,,2.0,1.0,0.0,10.0,-25.0,Run,Rush,4.0,,,,,,,,12:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:17,1637,0,0,0,3,3,3,,,,,,,
11,Chapman,D,CHA,1,,2.0,2.0,2.0,6.0,-29.0,Pass,Complete,20.0,,,Complete,Wyatt for Hardin,,,,11:48,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:16,1636,0,0,0,3,3,3,,,,,,,
12,Chapman,D,CHA,1,,2.0,3.0,1.0,10.0,-49.0,Pass,Complete,7.0,,,Complete,Marcos for Reyes,,,,11:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:48,1608,0,0,0,3,3,3,,,,,,,
13,Chapman,D,CHA,1,,2.0,4.0,2.0,3.0,44.0,Run,Rush,20.0,,,,,,,,10:48,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:23,1583,0,0,0,3,3,3,,,,,,,
14,Chapman,D,CHA,1,,2.0,5.0,1.0,10.0,24.0,Pass,Complete,24.0,,,Complete,Will for Mudie,,,,10:14,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,10:48,1548,0,0,0,3,3,3,,,,,,,
15,Chapman,K,CHA,1,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken kick Baierl,,,Good,,,,,,,,,10:14,1514,6,0,-6,3,3,3,,,,,,,
16,Chapman,K,CHA,1,,,,,,,KO Rec,Touchback,,,,,,,,,,,,,,,,,,,Owen kickoff Tapia,65.0,0.0,Touchback,,,,,,,,,,,,,,,,,,,10:14,1514,7,0,-7,3,3,3,,,,,,,
17,Chapman,O,WHI,1,,2.0,1.0,0.0,10.0,-25.0,Run,Rush,1.0,Juan Estrada,,,,,,,10:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:08,1508,0,7,-7,3,3,3,,,,,,,
18,Chapman,O,WHI,1,,2.0,2.0,2.0,9.0,-26.0,Pass,Complete,3.0,,Nicholas Burton,Complete,Hakim Williams Jr.,,,,09:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:08,1508,0,7,-7,3,3,3,,,,,,,
19,Chapman,O,WHI,1,,2.0,3.0,3.0,6.0,-29.0,Pass,Incomplete,0.0,,Nicholas Burton,Incomplete,Tyson Tapley,,,,08:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,09:29,1469,0,7,-7,3,3,3,,,,,,,
20,Chapman,K,WHI,1,,,,4.0,6.0,-29.0,Punt,Fair Catch,,,,,,,,,08:45,,,,,,,,,,,,,,,,27.0,44.0,Fair Catch,,,,,,,,,,,,,,08:55,1435,0,7,-7,3,3,3,,,,,,,
21,Chapman,D,CHA,1,,3.0,1.0,0.0,10.0,-44.0,Pass,Complete,4.0,,,Complete,Caleb for Henshaw,,,,08:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,08:43,1423,7,0,-7,3,3,3,Pass Interference,CHA,,,,,15.0
22,Chapman,D,CHA,1,,3.0,2.0,1.0,25.0,-29.0,Pass,Complete,1.0,,,Complete,Trevor for Vill,,,,08:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:42,1422,7,0,-7,3,3,3,,,,,,,
23,Chapman,D,CHA,1,,3.0,3.0,2.0,26.0,-28.0,Run,Rush,1.0,,,,,,,,07:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:08,1388,7,0,-7,3,3,3,,,,,,,
24,Chapman,D,CHA,1,,3.0,4.0,3.0,25.0,-29.0,Pass,Incomplete,0.0,,,Incomplete,Caleb broken Henshaw,Sam Aseh,,,06:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,07:30,1350,7,0,-7,3,3,3,,,,,,,
25,Chapman,K,CHA,1,,,,4.0,25.0,-29.0,Punt Rec,Return,,,,,,,,,06:42,,,,,,,Moises Gonzalez,0,26.0,,,,,,,45.0,26.0,Return,,,,,,,,,,,,,,06:47,1307,7,0,-7,3,3,3,,,,,,,
26,Chapman,O,WHI,1,,3.0,1.0,0.0,10.0,-26.0,Run,Rush,4.0,Nicholas Burton,,,,,,,,,True,Nicholas Burton,,WHI,Anthony Contreras,at WHI34,,-34.0,,,,,,,,,,,,,,,,,,,,,,,06:31,1291,0,7,-7,3,3,3,,,,,,,
27,Chapman,O,WHI,1,,3.0,2.0,2.0,6.0,-30.0,Run,Rush,2.0,Juan Estrada,,,,,,,05:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:31,1291,0,7,-7,3,3,3,,,,,,,
