PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Dickinson,K,DIC,1,,,,,,,KO Ret,Return,,,,,,,,,John Prochniak,,,,,,,Zay Brooks,19,31.0,Matt Moroz,53.0,12.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,Illegal Block in Back,URS,,,,,10.0
2,Dickinson,O,URS,1,,1.0,1.0,0.0,10.0,-21.0,Run,Rush,9.0,Samuel Ragland,,,,,,,Dominic Fusco,Jaiden Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
3,Dickinson,O,URS,1,,1.0,2.0,2.0,1.0,-30.0,Run,Rush,1.0,Joshua Bowman,,,,,,,Alex Sulin,Jaiden Cruz,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
4,Dickinson,O,URS,1,,1.0,3.0,1.0,10.0,-31.0,Run,Rush,2.0,Joshua Bowman,,,,,,,Griffin Lundquist,Jaiden Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
5,Dickinson,O,URS,1,,1.0,4.0,2.0,8.0,-33.0,Pass,Complete,1.0,,Jack Psenicska,Complete,Joshua Bowman,,,,P.J. Angeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
6,Dickinson,O,URS,1,,1.0,5.0,3.0,7.0,-34.0,Pass,Sack,-8.0,,Jack Psenicska,Sack,,,,,Griffin Lundquist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:53,1793,0,0,0,3,3,3,,,,,,,
7,Dickinson,K,URS,1,,,,4.0,15.0,-26.0,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,,Billy Cook,33.0,41.0,Out of bounds,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
8,Dickinson,D,DIC,1,,1.0,1.0,0.0,10.0,-41.0,Pass,Complete,16.0,,Tim Graham,Complete,Diante Ball,,,Ethan Belville,Aaron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:46,1606,0,0,0,3,3,3,,,,,,,
9,Dickinson,D,DIC,1,,1.0,2.0,1.0,10.0,43.0,Run,Rush,3.0,Diante Ball,,,,,,,Brett Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:46,1606,0,0,0,3,3,3,,,,,,,
10,Dickinson,D,DIC,1,,1.0,3.0,2.0,7.0,40.0,Run,Rush,4.0,Tim Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:46,1606,0,0,0,3,3,3,,,,,,,
