PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Albright,K,KINGS,1,,,,,,,KO,Return,,,,,,,,,Jake Ruppert,Ryan McCombs,,,,,,Kevin Zehner,19,30.0,Kyle Prescavage,54.0,11.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Albright,D,ALBRIGHT,1,,1.0,1.0,0.0,10.0,-30.0,Run,Rush,4.0,Tony Thorpe,,,,,,,Mike Karycinski,Dylan White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Albright,D,ALBRIGHT,1,,1.0,2.0,2.0,6.0,-34.0,Run,Rush,3.0,Lucas Roselli,,,,,,,Tommy Gilmore,Dylan White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Albright,D,ALBRIGHT,1,,1.0,3.0,3.0,3.0,-37.0,Run,Rush,5.0,Malik Bootman,,,,,,,E. Demosthene,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Albright,D,ALBRIGHT,1,,1.0,4.0,1.0,10.0,-42.0,Run,Rush,9.0,Tony Thorpe,,,,,,,Dylan White,Joseph Carchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Albright,D,ALBRIGHT,1,,1.0,5.0,2.0,1.0,49.0,Run,Rush,1.0,Malik Bootman,,,,,,,Mike Karycinski,Dylan White,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Albright,D,ALBRIGHT,1,,1.0,6.0,1.0,10.0,48.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Malik Bootman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Albright,D,ALBRIGHT,1,,1.0,7.0,2.0,10.0,48.0,Run,Rush,4.0,Tony Thorpe,,,,,,,Teone Sherrod,Charles McCall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Albright,D,ALBRIGHT,1,,1.0,8.0,3.0,6.0,44.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Carmine Azzari,,,,Colin Hazelton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
10,Albright,D,ALBRIGHT,1,,1.0,9.0,4.0,6.0,44.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Daniel Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,15:00,1800,0,0,0,3,3,3,,,,,,,
