PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Greenville,K,GUFB,1,,,,,,,,KO Rec,Return,,,,,,,,,Lawrence Harris,,,,,,,Chandler Taylor,26,30.0,Lucas Hermo,61.0,4.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Greenville,O,WCFB,1,,1.0,1.0,0.0,10.0,-30.0,Gold Zone,Run,Rush,3.0,Taylor Dobbins,,,,,,,Lakari Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Greenville,O,WCFB,1,,1.0,2.0,2.0,7.0,-33.0,Gold Zone,Run,Rush,5.0,Taylor Dobbins,,,,,,,Lakari Benjamin,Jalen Dowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Greenville,O,WCFB,1,,1.0,3.0,3.0,2.0,-38.0,Gold Zone,Run,Rush,1.0,Wyatt Ellis,,,,,,,Matthew Binion,Dewayne Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Greenville,K,WCFB,1,,,,4.0,1.0,-39.0,Gold Zone,Punt,Return,,,,,,,,,,,,,,,,Ashton Moultrie,15,28.0,,,,,,Tim Branneky,48.0,13.0,Return,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Greenville,,GUFB,1,,,,1.0,10.0,-28.0,Gold Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,personal foul,WCFB,P.J. Bledsoe,,,,10.0
7,Greenville,D,GUFB,1,,1.0,1.0,0.0,10.0,-38.0,Gold Zone,Pass,Complete,11.0,,C. Butterfield,Complete,Terrance Brown,,,,Jehr Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
8,Greenville,D,GUFB,1,,1.0,2.0,1.0,10.0,-49.0,Go Zone,Run,Rush,4.0,Paul Garrett,,,,,,,Dawson Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
9,Greenville,D,GUFB,1,,1.0,3.0,2.0,6.0,47.0,Go Zone,Run,Rush,4.0,Paul Garrett,,,,,,,Taylor Dobbins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
10,Greenville,D,GUFB,1,,1.0,4.0,3.0,2.0,43.0,Go Zone,Run,Rush,1.0,Paul Garrett,,,,,,,Dillon Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
11,Greenville,D,GUFB,1,,1.0,5.0,4.0,1.0,42.0,Go Zone,Run,Rush,3.0,Adrian Hinton,,,,,,,Garrett Burger,Toby Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
12,Greenville,D,GUFB,1,,1.0,6.0,1.0,10.0,39.0,Go Zone,Run,Rush,6.0,C. Butterfield,,,,,,,Easton Hanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
13,Greenville,D,GUFB,1,,1.0,7.0,2.0,4.0,33.0,Take A Shot,Run,Rush,13.0,Paul Garrett,,,,,,,Dillon Farrell,Garrett Burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
14,Greenville,D,GUFB,1,,1.0,8.0,1.0,10.0,20.0,Red Zone High,Run,Rush,6.0,C. Butterfield,,,,,,,Dawson Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
15,Greenville,D,GUFB,1,,1.0,9.0,2.0,4.0,14.0,Red Zone High,Run,Rush,-1.0,C. Butterfield,,,,,,,Cole Amelunke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:42,1662,0,0,0,3,3,3,,,,,,,
16,Greenville,D,GUFB,1,,1.0,10.0,3.0,5.0,15.0,Red Zone High,Pass,Complete,15.0,,C. Butterfield,Complete,Terrance Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,12:42,1662,0,0,0,3,3,3,,,,,,,
17,Greenville,K,GUFB,1,,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Hermo,,,Good,,,,,,,,,07:20,1340,6,0,-6,3,3,3,,,,,,,
18,Greenville,K,GUFB,1,,,,,,,,KO Rec,Return,,,,,,,,,Matthew Binion,,,,,,,Chandler Taylor,13,23.0,Lucas Hermo,55.0,10.0,Return,,,,,,,,,,,,,,,,,,,07:20,1340,7,0,-7,3,3,3,,,,,,,
19,Greenville,O,WCFB,1,,2.0,1.0,0.0,10.0,-23.0,Coming Out,Pass,Complete,5.0,,Wyatt Ellis,Complete,Dylan Clapsaddl,,,,Isaac Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:11,1331,0,7,-7,3,3,3,,,,,,,
20,Greenville,O,WCFB,1,,2.0,2.0,2.0,5.0,-28.0,Gold Zone,Run,Rush,6.0,Taylor Dobbins,,,,,,,Greg Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:11,1331,0,7,-7,3,3,3,,,,,,,
21,Greenville,O,WCFB,1,,2.0,3.0,1.0,10.0,-34.0,Gold Zone,Pass,Complete,4.0,,Wyatt Ellis,Complete,Logen Walker,,,,J. Apple-Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:11,1331,0,7,-7,3,3,3,,,,,,,
